outer_battery_id,ablation,selected_config,feature,baseline_outer_RMSE,RMSE_increase_mean,RMSE_increase_std
1,C_plus_policy,extra_trees,chargetime_mean,0.0015089409441685,0.0,0.0
1,C_plus_policy,extra_trees,chargetime_slope,0.0015089409441685,-5.606457225716937e-07,0.0
1,C_plus_policy,extra_trees,chargetime_delta,0.0015089409441685,-1.6438607689168213e-06,0.0
1,C_plus_policy,extra_trees,chargetime_std,0.0015089409441685,7.997237410598165e-08,0.0
1,C_plus_policy,extra_trees,corr_SOH_IR,0.0015089409441685,1.824657093691187e-07,0.0
1,C_plus_policy,extra_trees,corr_SOH_Tavg,0.0015089409441685,-1.5759061422352186e-08,0.0
1,C_plus_policy,extra_trees,corr_SOH_chargetime,0.0015089409441685,1.4003942677698333e-07,0.0
1,C_plus_policy,extra_trees,C1_physical,0.0015089409441685,1.21946036150955e-08,0.0
1,C_plus_policy,extra_trees,C1_missing_indicator,0.0015089409441685,-1.7490362741010186e-06,0.0
1,C_plus_policy,extra_trees,Q1,0.0015089409441685,5.99844228011499e-07,0.0
1,C_plus_policy,extra_trees,C2,0.0015089409441685,-7.265799019963697e-07,0.0
1,C_plus_policy,extra_trees,initial_capacity,0.0015089409441685,-5.596391124163078e-06,0.0
1,C_plus_policy,extra_trees,E1,0.0015089409441685,-2.962643207444571e-06,0.0
1,C_plus_policy,extra_trees,E2,0.0015089409441685,-2.1175409696178905e-06,0.0
1,C_plus_policy,extra_trees,C1_minus_C2,0.0015089409441685,-4.2793908743401013e-07,0.0
1,C_plus_policy,extra_trees,weighted_C_rate,0.0015089409441685,-6.695405733100684e-06,0.0
1,C_plus_policy,extra_trees,stage1_width,0.0015089409441685,-4.816820544793939e-07,0.0
1,C_plus_policy,extra_trees,stage2_width,0.0015089409441685,-9.448830654824012e-07,0.0
1,C_plus_policy,extra_trees,policy__3_6C_80PER_3_6C,0.0015089409441685,-1.021204342956019e-05,0.0
1,C_plus_policy,extra_trees,policy__3_7C_31PER_5_9C_NEWSTRUCTURE,0.0015089409441685,0.0,0.0
1,C_plus_policy,extra_trees,policy__4_8C_80PER_4_8C,0.0015089409441685,-8.91131890021755e-06,0.0
1,C_plus_policy,extra_trees,policy__4_8C_80PER_4_8C_NEWSTRUCTURE,0.0015089409441685,1.5784721104244485e-06,0.0
1,C_plus_policy,extra_trees,policy__5C_67PER_4C_NEWSTRUCTURE,0.0015089409441685,2.145942305808741e-07,0.0
1,C_plus_policy,extra_trees,policy__5_3C_54PER_4C_NEWSTRUCTURE,0.0015089409441685,6.614821398964743e-07,0.0
1,C_plus_policy,extra_trees,policy__5_6C_19PER_4_6C_NEWSTRUCTURE,0.0015089409441685,-1.260352557396361e-06,0.0
